LOC_ID,LOC_NAME,AUSPICE,InfantSpace,ToddlerSpace,PreschoolSpace,KindergartenSpace,SchoolAgeSpace
10337,Friendly Little Campus (2037711 Ontario Ltd),Commercial,10,10,16,0,0
10338,Kids & Company - Finch Site,Commercial,10,25,30,0,0
10347,Lily's House Inc.,Commercial,0,15,0,0,0
10396,Garderie La Farandole Felix-Leclerc,Non-Profit,0,0,24,26,30
10418,Eyet Early Learning Centre (Annies Place),Non-Profit,0,0,16,52,90
10432,Absorbent Minds (Op: 1756925 Ontario Inc.),Commercial,0,10,11,30,0
10439,Central Montessori Schools - Willowdale Campus,Commercial,0,14,48,0,0
10442,St. Sylvester Child Care Centre,Non-Profit,0,10,16,13,30
10443,Macaulay Child Development Centre - Dovercourt Child Care Centre,Non-Profit,0,10,16,52,45
10444,Alexander Muir Gladstone Jr Ymca,Non-Profit,10,15,24,52,30
10450,Bluebird Montessori School South,Commercial,0,13,23,0,30
10459,C.A.S.P. Catholic After School Program,Non-Profit,0,0,0,0,30
10462,Plasp Transfiguration Of Our Lord Catholic School,Non-Profit,0,0,0,13,30
10468,Gerrard Early Learning Centre,Non-Profit,17,23,16,0,0
10476,Casa Vera Montessori School,Commercial,0,15,20,0,0
10477,The Divine Infant Child Care Centre,Non-Profit,0,10,24,26,30
11593,Ywca Bergamot Early Learning,Non-Profit,10,20,32,0,0
11598,C.D.Farquharson Jr Ymca,Non-Profit,0,0,24,26,60
11601,Chester Le Early Learning & Child Care Centre,Public (City Operated) Agency,10,20,32,0,0
11606,Epiphany Of Our Lord Jr Ymca,Non-Profit,0,0,16,26,30
11609,Firgrove Satellite Early Learning & Child Care Centre,Public (City Operated) Agency,0,0,24,0,0
11622,Immaculate Conception Child Care Centre,Non-Profit,10,15,16,39,45
11623,Red Apple Day Care - St John XXIII,Non-Profit,0,15,24,52,72
11629,Woodgreen Community Services (Leslieville Child Care),Non-Profit,0,0,16,39,30
11643,Shirley Street Jr Ymca,Non-Profit,0,15,32,26,30
11644,Sir Samuel B Steele Jr Ymca,Non-Profit,0,10,24,26,30
11645,Network Child Care Services - St. Aidan Early Learning Centre,Non-Profit,10,15,16,0,0
11646,St. Andrew Child Care Centre,Non-Profit,10,15,16,26,15
11651,St. Boniface Jr Ymca,Non-Profit,0,5,8,13,30
11657,St. Francis De Sales Jr Y,Non-Profit,0,10,16,26,30
11663,St. Jerome Jr Ymca,Non-Profit,0,10,16,26,45
11665,St. Joseph Jr Ymca,Non-Profit,0,0,16,20,15
11668,Plp Early Learning At St. Mark,Non-Profit,0,15,40,26,30
11669,East Scarb. Child Care Centre - East Scarb. Boys & Girls Club,Non-Profit,0,15,16,52,60
11672,St. Paschal Baylon,Non-Profit,0,0,16,13,30
11673,Eyet Early Learning Centre (Tom's Place),Non-Profit,0,10,16,26,0
11676,St. Roch Child Care Centre,Non-Profit,10,10,16,13,30
11677,St. Rose Of Lima Ymca Child Care,Non-Profit,0,10,16,26,60
11692,Our Lady Of Grace Jr Ymca,Non-Profit,0,0,24,0,15
11719,Tiki's Day Care Centre,Commercial,0,15,48,0,0
11720,Woodgreen Community Services (Enderby Child Care),Non-Profit,10,20,32,0,0
11727,Dian Childcare Centre Inc.,Non-Profit,0,10,16,0,0
11731,Downtown Montessori At Concord City Place,Non-Profit,12,20,32,0,0
11753,Network Child Care Services - St. Gabriel Lalemant,Non-Profit,0,15,16,0,0
11759,St. Dorothy Child Care Centre,Non-Profit,0,10,16,13,30
11767,"Downtown Kids Academy, Inc.",Commercial,6,20,24,0,0
11772,Thorncliffe Park Day Care Centre,Non-Profit,10,10,32,0,0
11785,Heritage Child Care & Early Learning Centre,Non-Profit,0,10,24,0,15
11787,Winchester Site Day Care (Central Neighbourhood House),Non-Profit,0,0,24,52,30
11809,Kreative Kids Child Care Centre,Non-Profit,0,10,16,26,30
11818,Distillery District Early Learning Centre,Commercial,0,40,40,0,0
11820,All About Kids Sheppard,Commercial,10,30,24,0,0
11821,Kids & Company - Consumers Site,Commercial,20,30,48,0,0
11842,San Romanoway Boys & Girls Club,Non-Profit,0,0,0,0,35
11887,Odyssey Montessori School Incorporated,Commercial,0,0,64,0,0
11901,Playland Ltd  - Daycare Centre,Commercial,0,0,18,0,0
11907,Garfield Avenue Children's Circle,Non-Profit,0,0,0,26,30
11909,Community Centre 55 - Kimberly Public School,Non-Profit,0,0,0,52,105
11912,High Park Early Learning Centre,Non-Profit,10,25,32,0,0
11916,Uptown Yonge Preschool & Child Development Centre,Commercial,0,0,32,0,30
11928,La Maison Du Dodo,Commercial,0,10,15,0,0
11930,Waterclub Jr Ymca,Non-Profit,10,10,32,0,0
11937,All My Children Child Care,Commercial,0,15,24,0,21
11951,Chabad Of Midtown - Bathurst,Non-Profit,0,51,81,0,0
11969,Kids & Company Etobicoke,Commercial,10,25,39,0,0
11988,Brightpath Academy - Wanless Park (18),Commercial,10,10,28,0,0
12012,Brookside Child Care Centre,Non-Profit,10,10,24,26,30
12062,Windermere Early Learning Centre,Non-Profit,10,15,32,0,0
12063,Downtown Montessori At Infinity Place (Day Care Connection),Non-Profit,10,15,40,0,0
12065,St.Ambrose Ymca,Non-Profit,0,0,0,26,45
12066,Graydon Hall Child Care Services In Don Valley Business Park,Commercial,20,32,40,0,0
12067,Little Acorns Montessori School,Commercial,0,0,16,0,0
12068,Jingbao Bilingual Children's Centre,Non-Profit,0,15,24,26,30
12073,Bright Minds Childcare & Montessori School,Commercial,0,5,24,0,0
12074,Enjoy Learning Centre,Commercial,0,0,0,0,45
12075,Kew Park Montessori Day School Inc. (Hiawatha Road),Commercial,0,0,48,0,0
12084,Thorncliffe Park School Age Day Care Centre,Non-Profit,0,0,0,0,81
12092,Pinnacle Jr Ymca,Non-Profit,10,15,24,0,0
12108,Mindwerx 4 Kids Learning Centre,Non-Profit,0,10,32,5,6
12109,Kids Club Daycare & Learning Centre (Op: Aaa Childrens Inc.),Commercial,10,10,56,18,15
12110,Kids Zone Daycare On Constance,Commercial,0,15,20,0,0
12124,Native Child & Family Life Centre - 156 Galloway,Non-Profit,10,10,16,20,0
12129,Angelgate Daycare Inc.,Commercial,0,0,14,26,30
12180,Rippleton Roadsters Satellite Program,Non-Profit,0,0,0,52,90
12200,Le Petit Chaperon Rouge - Queensdale,Non-Profit,0,0,24,104,120
12207,Little Tots' Manor 2,Commercial,0,0,36,0,0
12212,Lycee Francais De Toronto,Non-Profit,0,0,22,0,0
12213,Columbus Early Learning Centres,Non-Profit,0,30,44,0,0
12216,Big Bears Daycare,Commercial,10,15,32,0,0
12219,West End Parents Day Care Satellite,Non-Profit,0,0,0,52,60
12220,Sunny Faces Day Care Centre - St. Benedict Site,Non-Profit,0,0,0,26,50
12226,Plasp James Culnan Catholic School,Non-Profit,0,0,0,13,45
12227,Rolph Road - Leaside Day Care Centres (St. Anselm),Non-Profit,0,0,0,20,35
12228,Norway School Age Ymca,Non-Profit,0,0,0,39,45
12261,Westside Montessori School,Commercial,0,25,48,0,0
12268,"Victoria Education Centre, Montessori & Child Care",Non-Profit,0,10,37,0,0
12273,Purple Tree Child Care Inc.,Commercial,0,15,30,0,16
12305,Curlew Montessori School,Commercial,0,10,48,0,0
12308,Brightpath Academy - Wanless Park (20),Commercial,0,20,16,0,0
12309,Green Apple Kids,Commercial,10,40,80,0,0
12333,Jingbao Bilingual Children's Centre - Scarborough,Non-Profit,0,0,24,44,0
12335,Children's Garden Junior School - Early Start,Commercial,0,0,32,0,0
12336,Macaulay - Warren Park Child Care Centre,Non-Profit,0,0,24,26,45
12337,Three R's Schoolhouse Inc.,Commercial,0,15,48,0,30
12338,Teddy Bear Academy,Commercial,10,25,24,0,0
12353,Munchkinz Preschool Inc. (2193117 Ontario Inc.),Commercial,0,0,31,0,0
12373,Prosserman Jewish Community Centre,Non-Profit,10,60,120,52,0
12385,Cole Street Early Learning & Child Care Centre,Public (City Operated) Agency,10,20,32,0,0
12386,Follow The Child,Commercial,0,13,18,0,15
12387,Little Learners Academy Inc.,Commercial,0,15,24,13,0
12397,Kinder College Early Learning Centre,Commercial,20,30,47,0,0
12399,Plasp Nativity Of Our Lord Catholic School,Non-Profit,0,0,0,13,15
12409,Treasured Moments - Burnhamthorpe,Commercial,10,15,61,0,0
12661,"Eyet Early Learning Centre,  Crescent Town Elementary School",Non-Profit,0,15,24,52,60
12700,First Stage Child Care Centre - Highfield,Non-Profit,0,10,24,0,0
12719,Jingbao (Downtown) Bilingual Children's Centre (96 Denison Avenue),Non-Profit,0,15,24,26,0
12734,Rexdale Women's Centre Nursery,Non-Profit,0,5,8,0,0
12735,Boardwalk Montessori School Inc.,Commercial,0,10,47,0,0
12737,Annex Montessori School,Commercial,0,20,48,0,0
12772,Heart Beatz Child Care - Solaris Site,Non-Profit,10,20,16,0,0
12778,Curious Caterpillars - College View,Commercial,10,15,24,0,0
12787,Creative Minds Montessori Academy,Commercial,6,15,48,0,16
12791,Trust Child Care Inc.,Commercial,30,45,63,12,0
12797,Brightpath Academy - Davisville Village,Commercial,10,40,48,0,0
12798,Agape Christian Montessori School (2236800 Ontario Inc.),Commercial,0,10,32,0,0
12805,Little Footsteps Childcare Inc.,Commercial,0,20,28,26,30
12835,Teach Me To Fly Preschool,Commercial,14,25,16,0,0
12836,Windermere Kids Inc.,Commercial,10,15,48,0,0
12844,La Petite Ecole,Commercial,0,0,16,0,0
12860,Kids & Company Ltd. - Bloor Christie,Commercial,10,30,16,0,0
12862,Yonge-Churchill Child Care Centre,Non-Profit,10,30,48,26,30
12869,All About Kids Inc. (1055 Gerrard Street East),Commercial,10,15,37,20,0
12887,Precious Blood  Jr Ymca Elp,Non-Profit,0,0,0,26,30
12888,Dewson Street Ymca,Non-Profit,0,0,0,39,75
12892,Network Childcare Services - Holy Cross,Non-Profit,0,0,0,26,60
12894,Holy Family Childcare Centre-Queen Victoria,Non-Profit,0,0,0,0,25
12897,Toronto Woods Daycare,Commercial,0,14,21,0,0
12899,Centre De La Petite Enfance - Les Amis Du Monde,Non-Profit,10,15,24,52,80
12903,Montessori Start Inc,Commercial,10,15,17,21,0
12906,Smart Start Montessori School (1416786 Ontario Limited),Commercial,0,10,39,0,0
12917,George Brown - Nelson Mandela Child Care Centre,Non-Profit,10,25,32,52,60
12922,St. George Mini School - Mallard,Non-Profit,10,15,32,0,0
12923,Monarch Park Montessori Inc.,Commercial,0,15,40,0,0
12929,Blue Butterfly Montessori School Inc.,Commercial,0,23,39,0,0
12935,Kidz Kare,Non-Profit,0,25,56,0,15
12938,Plasp Mother Cabrini Catholic School,Non-Profit,0,0,0,0,30
12941,The Orchard Montessori School,Commercial,0,0,40,0,30
12955,Kingston Road East Early Learning And Child Care Centre,Public (City Operated) Agency,10,20,24,0,0
12981,Islington Village Childcare Centre,Commercial,20,30,40,0,0
12988,Ola Day Care Inc.,Commercial,0,15,21,0,0
12989,St. Wilfred Ymca,Non-Profit,0,0,0,26,30
12990,John English Ymca,Non-Profit,0,0,0,26,30
12991,St. Timothy Ymca Child Care,Non-Profit,0,0,0,26,45
12992,N.Y.A.D. Cedar Drive,Non-Profit,0,0,0,13,30
12993,N.Y.A.D. Mason Road,Non-Profit,0,0,0,26,30
13000,Heritage Child Care & Early Learning - Milliken Site,Non-Profit,0,0,0,26,45
13001,Fraser Mustard Early Learning Centre,Non-Profit,20,20,48,60,0
13002,Rosethorn Before And After School Program,Non-Profit,0,0,0,39,90
13005,Le Petit Chaperon Rouge - Richview,Non-Profit,6,15,24,26,60
13007,Community Centre 55 -Ted Reeves Arena,Non-Profit,0,15,24,0,0
13012,Top Mandarin Day Care Centre,Commercial,0,25,24,0,0
13016,Gan Shalom Preschool (Op: Chabad On The Avenue),Non-Profit,0,40,56,16,0
13028,Garderie Du Cercle De L'Amitie - Etobicoke,Non-Profit,0,10,16,26,30
13045,Our Lady Of Victory School Age Ymca,Non-Profit,0,0,0,26,60
13050,Brightpath Academy -- The Beach,Commercial,20,45,46,0,0
13063,Liberty Preparatory School Inc.,Commercial,0,15,24,0,0
13066,Sunnyside - Keele,Commercial,10,15,8,0,0
13070,Caterpillar & Co,Commercial,10,25,24,0,0
13073,Petite Luminaries Childcare,Commercial,20,30,39,0,0
13079,Westown Early Learning And Child Care Centre,Public (City Operated) Agency,10,10,16,0,0
13094,Castle Park Playschool,Commercial,0,0,0,20,34
13104,General Mercer Early Learning Centre,Non-Profit,10,15,24,26,30
13105,St. Marcellus Early Learning Centre,Non-Profit,0,0,16,13,30
13109,Perth Avenue Early Learning Centre,Non-Profit,0,15,24,78,75
13110,Carleton Village Early Learning Centre,Non-Profit,10,15,16,52,60
13111,St. Fidelis Early Learning Centre,Non-Profit,0,0,24,26,30
13120,St. Edward Ymca,Non-Profit,0,0,0,26,30
13122,Indian Road Crescent School Age Ymca,Non-Profit,0,0,0,39,75
13123,Forest Manor Ymca,Non-Profit,0,0,0,39,60
13124,Network Child Care Services - St. Maria Goretti,Non-Profit,0,0,0,13,45
13126,Plasp Kingsview Village Junior School,Non-Profit,0,0,0,13,30
13127,Plasp James S Bell Junior Middle School,Non-Profit,0,0,0,13,30
13129,St. Brendan Kindergarten Before & After School Program,Non-Profit,0,0,0,39,0
13130,Parkdale Childcare Centre,Non-Profit,0,15,22,52,60
13131,Daystrom Childcare Centre,Non-Profit,0,0,0,26,45
13132,Rainbow's End Day Care Satellite,Non-Profit,0,0,0,26,30
13133,Community Centre 55-Adam Beck,Non-Profit,0,0,0,52,120
13136,Growing Tykes Learning Centre,Non-Profit,0,0,0,26,30
13144,Le Petit Chaperon Rouge - Jones,Non-Profit,0,30,46,52,0
13145,Garderie Du Soleil Levant,Non-Profit,10,15,24,26,30
13146,Les Merveilles Du Monde,Non-Profit,0,15,24,52,60
13162,Absorbent Minds 2,Commercial,0,0,24,0,0
13163,Aspiring Academics Preschool Inc.,Commercial,6,9,16,0,0
13164,Vincent Massey Childcare Center (521909 Ontario Ltd.),Commercial,0,40,72,0,0
13176,Odyssey Montessori School,Non-Profit,0,10,47,0,0
13180,Angelgate Daycare Ltd. 230 Jane Street,Commercial,0,15,0,0,9
13181,Angelgate Daycare Ltd. 232 Jane Street,Commercial,0,0,16,0,0
13182,Brightpath Academy - Leaside,Commercial,20,33,54,0,0
13183,Mighty Kids,Commercial,6,15,22,0,0
13189,Play Loft,Commercial,0,15,48,24,30
13191,Curious Caterpillars - Petman Avenue,Commercial,20,25,32,0,0
13216,Weybourne School,Commercial,0,0,11,0,0
13218,Brightpath Eglinton,Commercial,20,45,96,0,0
13221,Parkway Forest Ymca,Non-Profit,10,30,40,0,0
13222,Montessori Education Centre,Commercial,0,5,24,0,0
13236,Engaging Minds Child Care,Commercial,10,15,16,0,0
13241,Kids & Company Scotia Plaza,Commercial,10,30,24,0,0
13242,Oakridge Junior  Playcare,Non-Profit,0,0,0,26,30
13244,Kreative Kids Terry Fox,Non-Profit,0,0,0,13,30
13246,Beverly Glen Ymca,Non-Profit,0,0,0,26,30
13247,Heart Beatz - Halbert Child Care Site,Non-Profit,0,0,0,26,60
13250,Alvin Curling Ymca,Non-Profit,0,0,0,13,30
13251,Percy Williams Ymca,Non-Profit,0,0,0,26,30
13253,Plasp North Bridlewood Junior Public School,Non-Profit,0,0,0,13,15
13254,Plasp Inglewood Heights Junior Public School,Non-Profit,0,0,0,13,30
13256,Plasp Blythwood Junior Public School,Non-Profit,0,0,0,13,45
13257,Unicorn Day Care Centre,Non-Profit,0,15,24,0,0
13285,Tiny Explorers Academy Inc,Commercial,10,30,40,0,0
13286,Sunshine Kids,Commercial,0,0,40,20,14
13287,Yeshivat Yesodei Hatora,Non-Profit,0,0,142,0,0
13295,Chabad Of Midtown - St Clair,Non-Profit,10,61,48,0,0
13304,Vedic Roots Montessori Academy (Scarborough),Non-Profit,0,10,22,0,0
13310,Bluebird Montessori School (Mini),Commercial,10,45,0,0,0
13311,Dr Eric Jackman Institute Of Child Study Laboratory School Nursery,Non-Profit,0,0,20,0,0
13317,Waldorf Academy Childcare Centre,Non-Profit,0,24,21,0,0
13318,Brookhaven Child Care -  St. Bernard Site,Non-Profit,0,0,0,52,45
13324,Taddle Creek Montessori School,Commercial,0,0,0,109,0
13325,Waldorf Academy Childcare Centre-Madison,Non-Profit,0,0,27,0,0
13329,High Park Gardens Montessori School,Commercial,0,15,0,97,0
13337,Bayview Glen,Non-Profit,0,30,48,0,0
13338,The Mildenhall School,Commercial,0,0,0,76,0
13339,Viva Kids Academy,Commercial,10,30,62,0,0
13340,Lullaboo Nursery And Childcare Center - Avenue Campus,Commercial,10,35,64,0,0
13344,Tfs Canada's International School (Mildenhall Branch),Non-Profit,0,0,50,0,0
13345,Jardin D'Eveil,Non-Profit,0,30,0,0,0
13346,The Laurel School,Commercial,0,15,32,0,0
13347,Netivot Hatorah - South Campus,Non-Profit,0,15,20,44,0
13388,Bannockburn School,Non-Profit,0,30,80,0,0
13415,Bais Yaakov Elementary School,Non-Profit,10,15,72,0,0
13427,Maria Montessori School Young Children's Community,Commercial,0,24,23,26,0
13444,Ars Nursery School - Armenian Community Centre,Non-Profit,0,30,44,0,0
13449,Posluns Education Centre,Non-Profit,0,0,72,72,0
13451,Northwood Montessori,Commercial,0,10,36,0,0
13452,Eitz Chaim Schools Vm,Non-Profit,0,30,46,0,0
13454,La Citadelle International Academy Of Arts & Science,Non-Profit,0,0,24,0,0
13463,Early Years Education System (E.Y.E.S),Commercial,10,22,23,0,13
13469,The Giles School,Non-Profit,0,2,11,0,0
13478,Riverdale Mighty Kids Corp,Commercial,10,15,24,0,0
13495,Torah Tots South,Non-Profit,0,10,16,0,0
13496,Liberty Prep Parliament,Commercial,0,25,10,0,0
13500,Enquiring Minds Montessori,Commercial,0,29,64,0,0
13501,Blessed Pier Giorgio Frassati Extended Day Program,Non-Profit,0,0,0,26,30
13502,Wexford Extended Day And School Age Program,Non-Profit,0,0,0,13,30
13503,Sprucecourt Child Care Centre,Non-Profit,0,0,0,26,30
13504,Children Of Tomorrow,Non-Profit,10,10,16,0,0
13505,Our Lady Of Fatima Ymca,Non-Profit,0,0,0,26,60
13506,Apple Jacks Preschool,Commercial,0,11,24,12,0
13508,Garderie Chez Tante Laure 2,Non-Profit,0,10,24,52,30
13509,Our Lady Of Wisdom Ymca,Non-Profit,0,0,0,26,30
13510,Plasp St. Conrad Catholic School,Non-Profit,0,0,0,13,30
13524,Ascot Avenue Community Daycare,Non-Profit,10,10,16,0,0
13525,Grand Avenue Montessori School - 600,Commercial,0,12,14,0,0
13526,Grand Avenue Montessori School - 602,Commercial,0,0,32,0,0
13527,Little Angels Childcare Learning Centre,Commercial,10,30,45,0,0
13537,The Munchkin Manor Daycare & Early Learning Centre,Commercial,10,25,39,0,0
13542,Jubilee Child Care Centre,Non-Profit,10,20,32,0,0
13543,Network Child Care Services - Dane Avenue Child Care Centre,Non-Profit,10,20,32,0,0
13546,Hawthorn School Day Care,Non-Profit,0,7,7,0,0
13547,Monarch Manor,Commercial,10,15,32,0,0
13548,Blossoming Minds Learning Centre Inc.,Commercial,10,40,86,26,0
13550,Robbins Hebrew Academy,Non-Profit,0,0,48,0,0
13551,Blue Bell Academy Inc.,Commercial,0,10,16,0,0
13556,Club Abc (Abc Academy Queen B & A),Commercial,0,0,0,26,45
13564,Kids & Company St Andrews,Commercial,6,15,16,0,0
13584,Score Day Camp,Commercial,0,0,88,0,0
13586,William G. Davis Kindergarten Extended Care Program,Non-Profit,0,0,0,26,0
13587,West Rouge Kindergarten Extended Care Program,Non-Profit,0,0,0,26,0
13588,Charlottetown Kindergarten Extended Care Program,Non-Profit,0,0,0,26,0
13589,George Brown - Elmlea,Non-Profit,0,0,0,26,30
13590,Danforth Gardens Playcare,Non-Profit,0,0,0,26,30
13593,Castlebar Ymca,Non-Profit,0,0,0,26,45
13595,St. Leo Ymca,Non-Profit,0,0,0,26,30
13596,Plasp Parkfield Junior School,Non-Profit,0,0,0,13,30
13597,Plasp St. Norbert Catholic School,Non-Profit,0,0,0,13,30
13599,Plasp Bennington Heights Ps,Non-Profit,0,0,0,13,30
13600,Plasp St Matthias Catholic School,Non-Profit,0,0,0,0,30
13601,Plasp Blessed Sacrament C.S.,Non-Profit,0,0,0,13,45
13603,Terraview-Willowfield Extended Day Program,Non-Profit,0,0,0,0,30
13608,Clairlea Child Care Centre,Non-Profit,0,0,0,26,30
13610,Network - St Agatha,Non-Profit,0,0,0,26,60
13611,Macaulay - Fh Miller Child Care Centre,Non-Profit,0,0,0,26,45
13613,Family Day Kennedy Extended Day & School Age Program,Non-Profit,0,0,0,26,30
13614,Plasp Lanor Junior Middle School,Non-Profit,0,0,0,13,27
13615,Plasp Twentieth Street Junior School,Non-Profit,0,0,0,13,15
13616,Buchanan Extended Day & School Age Program,Non-Profit,0,0,0,0,30
13617,Silver Springs Extended Day & School Age Program,Non-Profit,0,0,0,26,30
13618,Willowbrae Academy Bayview Village,Commercial,9,38,55,0,0
13619,Beaches Montessori School Incorporated,Commercial,0,30,24,0,0
13620,Bumble Bee Academy,Commercial,0,15,48,0,0
13624,Tiny Bumblebees Childcare Inc.,Commercial,0,10,15,0,0
13681,Mon Petit Univers,Commercial,0,15,15,0,0
13682,Les Etoiles Brillantes - Garderie,Non-Profit,0,15,24,52,45
13713,East York Montessori School,Commercial,0,15,16,0,0
13716,Aspiring Academics Preschool - Somerset,Commercial,9,15,22,0,0
13738,Precious Ones Bilingual Preschool Corp.,Commercial,0,12,21,0,0
13752,Bluffer's Park Montessori School,Commercial,0,10,16,0,0
13756,Holy Trinity Ymca,Non-Profit,0,0,0,39,75
